Index	VoiceGender	Category	FileName	SentenceHebrew	SentenceTranscription	SentenceRussian	Group	TargetWord
112	FEMALE	Нейтральные / Безличные	s_32717f4452f3.mp3	שִׁילַּמְתִּי עַל הַקָּפֶה בַּבֹּקֶר.	шилáмти аль hа-кáфэ ба-бóкер.	Утром я заплатил за кофе.	Глаголы	לְשַׁלֵּם
113	FEMALE	Нейтральные / Безличные	s_4f480b57f7be.mp3	סַבָּא מְסַפֵּר סִפּוּר יָפֶה לַיְּלָדִים.	сáба месапéр сипӯ́р яфé ла-йеладӣ́м.	Дедушка рассказывает красивую историю детям.	Глаголы	לְסַפֵּר
114	FEMALE	Нейтральные / Безличные	s_06ee99ea16e5.mp3	סִפַּרְתִּי לַחֲבֵר עַל הַטִּיּוּל.	сипáрти ла-хавéр аль hа-тийӯ́ль.	Я рассказал другу о поездке.	Глаголы	לְסַפֵּר
115	FEMALE	Нейтральные / Безличные	s_f5c246ef1425.mp3	אֲנַחְנוּ מְטַיְּלִים בִּירוּשָׁלַיִם הַיּוֹם בְּיַחַד.	анáхну метайлӣ́м би-рушалáим hайóм бé-яхад.	Мы гуляем в Иерусалиме сегодня вместе.	Глаголы	לְטַיֵּיל
116	FEMALE	Нейтральные / Безличные	s_8be15628f05d.mp3	בַּשַּׁבָּת טִיַּלְנוּ בַּפַּארְק הַלְּאוּמִּי.	ба-шабáт тийáльну ба-парк hа-леумӣ́.	В субботу мы гуляли в национальном парке.	Глаголы	לְטַיֵּיל
117	MALE	1-е лицо м.р. (אני רוצה)	s_f9b9e926f51a.mp3	אֲנִי מְחַפֵּשׂ דִּירָה בְּתֵל-אָבִיב.	анӣ мехапéс дирá бе-тель-авӣ́в.	Я ищу квартиру в Тель-Авиве.	Глаголы	לְחַפֵּשׂ
118	FEMALE	Женская форма (адаптация 1/2 л.)	s_f9b9e926f51a_f.mp3	אֲנִי מְחַפֶּשֶׂת דִּירָה בְּתֵל-אָבִיב.	анӣ мехапе́сет дирá бе-тель-авӣ́в.	Я ищу квартиру в Тель-Авиве.	Глаголы	לְחַפֵּשׂ
119	FEMALE	Нейтральные / Безличные	s_2e275a0c452e.mp3	חִפַּשְׂתִּי אֶת הַמַּפְתֵּחוֹת שָׁעָה שְׁלֵמָה.	хипáсти эт hа-мафтехóт шаá шлемá.	Я искал ключи целый час.	Глаголы	לְחַפֵּשׂ
120	FEMALE	3-е лицо ж.р. (היא / שרה)	s_82445e8bbc97.mp3	הִיא מְסַדֶּרֶת אֶת הַחֶדֶר יָפֶה.	hи месадéрет эт hа-хéдер яфé.	Она красиво наводит порядок в комнате.	Глаголы	לְסַדֵּר
121	FEMALE	Нейтральные / Безличные	s_91f52600436d.mp3	אֶתְמוֹל סִדַּרְתִּי אֶת הָאֲרוֹן בַּבַּיִת.	этмóль сидáрти эт hа-арóн ба-бáйит.	Вчера я прибрал шкаф дома.	Глаголы	לְסַדֵּר
122	MALE	1-е лицо м.р. (אני רוצה)	s_a90f21bf6404.mp3	אֲנִי מְקַבֵּל חֲבִילָה מֵהַדֹּאַר הַיּוֹם.	анӣ мекабéль хавилá ме-hа-дóар hайóм.	Я получаю посылку с почты сегодня.	Глаголы	לְקַבֵּל
123	FEMALE	Нейтральные / Безличные	s_4fc26b8327ce.mp3	קִבַּלְתִּי הוֹדָעָה חֲשׁוּבָה מֵהַבַּנְק.	кибáльти hодаá хашувá ме-hа-банк.	Я получил важное сообщение из банка.	Глаголы	לְקַבֵּל
124	FEMALE	3-е лицо ж.р. (היא / שרה)	s_f80ab423e8c9.mp3	הַמּוֹרֶה מְלַמֵּד עִבְרִית בָּאוּלְפָּן.	hа-морé меламéд иврӣ́т ба-ульпáн.	Учитель преподаёт иврит в ульпане.	Глаголы	לְלַמֵּד
125	FEMALE	Нейтральные / Безличные	s_05d09414affe.mp3	שָׁנָה שְׁלֵמָה לִמַּדְתִּי בְּבֵית-סֵפֶר.	шанá шлемá лимáдти бе-вéйт-сéфер.	Целый год я преподавал в школе.	Глаголы	לְלַמֵּד
126	FEMALE	Нейтральные / Безличные	s_6d2cdc7bf6e0.mp3	הַיְּלָדִים מְשַׂחֲקִים בַּכַּדּוּר בַּחֲצַר.	hа-йеладӣ́м месахакӣ́м ба-кадӯ́р ба-хацáр.	Дети играют в мяч во дворе.	Глаголы	לְשַׂחֵק
127	FEMALE	Нейтральные / Безличные	s_3a66420fdc59.mp3	אֶתְמוֹל שִׂחַקְנוּ שַׁחְמָט בַּבַּיִת.	этмóль сихáкну шахмáт ба-бáйит.	Вчера мы играли в шахматы дома.	Глаголы	לְשַׂחֵק
128	MALE	1-е лицо м.р. (אני רוצה)	s_30c3fd844b22.mp3	אֲנִי מְבַשֵּׁל מָרָק טָעִים בַּמִּטְבָּח.	анӣ мевашéль марáк таӣ́м ба-митбáх.	Я готовлю вкусный суп на кухне.	Глаголы	לְבַשֵּׁל
129	FEMALE	3-е лицо ж.р. (היא / שרה)	s_a2597ad18a03.mp3	אִמָּא בִּשְּׁלָה אֲרוּחַת עֶרֶב נִפְלָאָה.	и́ма бишлá арухáт э́рев нефлаá.	Мама приготовила чудесный ужин.	Глаголы	לְבַשֵּׁל
130	MALE	3-е лицо м.р. (הוא / דוד)	s_f3b5825f7cbd.mp3	דָּוִד מְנַקֶּה אֶת הַשּׁוּלְחָן בַּסָּלוֹן.	давӣ́д менакé эт hа-шульхáн ба-салóн.	Давид вытирает стол в гостиной.	Глаголы	לְנַקּוֹת
131	FEMALE	Нейтральные / Безличные	s_d35f0b1f6e87.mp3	אֶתְמוֹל נִקִּיתִי אֶת כָּל הַדִּירָה.	этмóль никӣ́ти эт коль hа-дирá.	Вчера я убрал всю квартиру.	Глаголы	לְנַקּוֹת
132	FEMALE	3-е лицо ж.р. (היא / שרה)	s_d969ad1dca28.mp3	הַיַּלְדָּה מְצַיֶּרֶת פְּרָחִים בְּצִבְעוֹנִיּוּת.	hа-яльдá мецаéрет прахӣ́м бе-цив’онӣ́ют.	Девочка красочно рисует цветы.	Глаголы	לְצַיֵּיר
133	FEMALE	Нейтральные / Безличные	s_459ba73cca56.mp3	צִיַּרְתִּי תְּמוּנָה יָפָה עַל נְיָר.	цийáрти тмунá яфá аль нейáр.	Я нарисовал красивую картину на бумаге.	Глаголы	לְצַיֵּיר
134	MALE	1-е лицо м.р. (אני רוצה)	s_0f662b1090cc.mp3	אֲנִי מְצַלֵּם אֶת הַנּוֹף הַיָּפֶה.	анӣ мецалéм эт hа-ноф hа-яфé.	Я фотографирую красивый вид.	Глаголы	לְצַלֵּם
135	FEMALE	Женская форма (адаптация 1/2 л.)	s_0f662b1090cc_f.mp3	אֲנִי מְצַלֶּמֶת אֶת הַנּוֹף הַיָּפֶה.	анӣ мецале́мет эт hа-ноф hа-яфé.	Я фотографирую красивый вид.	Глаголы	לְצַלֵּם
136	FEMALE	Нейтральные / Безличные	s_5bce89fe4cbf.mp3	אֶתְמוֹל צִלַּמְתִּי הַרְבֵּה תְּמוּנוֹת בַּיָּם.	этмóль цилáмти hарбé тмунóт ба-ям.	Вчера я сделал много фотографий на море.	Глаголы	לְצַלֵּם
137	FEMALE	Нейтральные / Безличные	s_1c02136c8b55.mp3	אֲנַחְנוּ מְבַקְּרִים אֵצֶל סַבָּא בָּעֶרֶב.	анáхну мевакрӣ́м э́цель сáба ба-э́рев.	Мы навещаем дедушку вечером.	Глаголы	לְבַקֵּר
138	FEMALE	Нейтральные / Безличные	s_df64471f6c32.mp3	בַּשַּׁבָּת בִּקַּרְתִּי בַּמּוּזֵאוֹן בִּירוּשָׁלַיִם.	ба-шабáт бикáрти ба-музеóн би-рушалáим.	В субботу я посетил музей в Иерусалиме.	Глаголы	לְבַקֵּר
139	FEMALE	Нейтральные / Безличные	s_160366f4363c.mp3	אָסוּר לְעַשֵּׁן בַּמָּקוֹם הַצִּבּוּרִי הַזֶּה.	асӯ́р леашéн ба-макóм hа-цибурӣ́ hа-зэ.	Запрещено курить в этом общественном месте.	Глаголы	לְעַשֵּׁן
140	MALE	3-е лицо м.р. (הוא / דוד)	s_9303873956db.mp3	בֶּעָבָר הוּא עִשֵּׁן סִיגַרְיוֹת הַרְבֵּה.	ба-авáр hу ишéн сигарйóт hарбé.	В прошлом он курил много сигарет.	Глаголы	לְעַשֵּׁן
141	FEMALE	Нейтральные / Безличные	s_2fa362f76149.mp3	הַטֶּכְנַאי מְתַקֵּן אֶת הַמַּחְשֵׁב הַיּוֹם.	hа-технáй метакéн эт hа-махшéв hайóм.	Техник чинит компьютер сегодня.	Глаголы	לְתַקֵּן
142	FEMALE	Нейтральные / Безличные	s_459cea7c4b87.mp3	תִּקַּנְתִּי אֶת הַטָּעוּת בַּמִּכְתָּב.	тикáнти эт hа-таӯ́т ба-михтáв.	Я исправил ошибку в письме.	Глаголы	לְתַקֵּן
143	FEMALE	Нейтральные / Безличные	s_4470e4b2bf5a.mp3	אַבָּא מְבָרֵךְ עַל הַיַּיִן בְּשַׁבָּת.	áба меварéх аль hа-йáин бе-шабáт.	Папа благословляет вино в субботу.	Глаголы	לְבָרֵךְ
144	FEMALE	Нейтральные / Безличные	s_1a9c6f4063bc.mp3	בֵּרַכְתִּי אֶת הֶחָבֵר לְיוֹם-הוּלֶּדֶת.	берáхти эт hе-хавéр ле-йом-hулéдет.	Я поздравил друга с днём рождения.	Глаголы	לְבָרֵךְ
145	MALE	1-е лицо м.р. (אני רוצה)	s_cdae8f0dd8e0.mp3	אֲנִי מְחַכֶּה לָאוֹטוֹבּוּס בַּתַּחֲנָה הַמֶּרְכָּזִית.	анӣ мехакé ла-отóбус ба-таханá hа-мерказӣ́т.	Я жду автобус на центральной станции.	Глаголы	לְחַכּוֹת
146	FEMALE	Женская форма (адаптация 1/2 л.)	s_cdae8f0dd8e0_f.mp3	אֲנִי מְחַכָּה לָאוֹטוֹבּוּס בַּתַּחֲנָה הַמֶּרְכָּזִית.	анӣ мехака́ ла-отóбус ба-таханá hа-мерказӣ́т.	Я жду автобус на центральной станции.	Глаголы	לְחַכּוֹת
147	FEMALE	Нейтральные / Безличные	s_fa92d087f3ef.mp3	חִכִּיתִי לְךָ עֶשְׂרִים דַּקּוֹת שְׁלֵמוֹת.	хикӣ́ти лехá эсрӣ́м дакóт шлемóт.	Я ждал тебя целых двадцать минут.	Глаголы	לְחַכּוֹת
148	MALE	1-е лицо м.р. (אני רוצה)	s_9f8356494e8f.mp3	אֲנִי מְקַוֶּוה לְטוֹב תָּמִיד בַּחַיִּים.	анӣ мекавé ле-тов тамӣ́д ба-хайӣ́м.	Я всегда надеюсь на лучшее в жизни.	Глаголы	לְקַוּוֹת
149	FEMALE	Нейтральные / Безличные	s_3aeb3a6c5c0d.mp3	קִוִּיתִי לִפְגּוֹשׁ אוֹתְךָ הַיּוֹם כָּאן.	кивӣ́ти лифгóш отхá hайóм кан.	Я надеялся встретить тебя сегодня здесь.	Глаголы	לְקַוּוֹת
150	MALE	3-е лицо м.р. (הוא / דוד)	s_9a74f19b9395.mp3	הוּא מְשַׁנֶּה אֶת הַתּוֹכְנִית שֶׁלּוֹ.	hу мешанé эт hа-тохнӣ́т шелó.	Он меняет свой план.	Глаголы	לְשַׁנּוֹת
151	FEMALE	Нейтральные / Безличные	s_e3f2906b0aa2.mp3	שִׁנִּיתִי אֶת הַסִּסְמָה שֶׁלִּי בַּמַּחְשֵׁב.	шинӣ́ти эт hа-сисмá шелӣ́ ба-махшéв.	Я сменил свой пароль на компьютере.	Глаголы	לְשַׁנּוֹת
152	MALE	1-е лицо м.р. (אני רוצה)	s_6519d6e7a4d4.mp3	אֲנִי מְנַסֶּה לְדַבֵּר עִבְרִית.	анӣ менасé ледабéр иврӣ́т.	Я стараюсь говорить на иврите каждый день.	Глаголы	לְנַסּוֹת
153	FEMALE	Женская форма (адаптация 1/2 л.)	s_6519d6e7a4d4_f.mp3	אֲנִי מְנַסָּה לְדַבֵּר עִבְרִית.	анӣ менаса́ ледабéр иврӣ́т.	Я стараюсь говорить на иврите каждый день.	Глаголы	לְנַסּוֹת
154	FEMALE	Нейтральные / Безличные	s_be0d4a72c26d.mp3	אֶתְמוֹל נִסִּיתִי מָנָה חֲדָשָׁה בַּמִּסְעָדָה.	этмóль нисӣ́ти манá хадашá ба-мисадá.	Вчера я попробовал новое блюдо в ресторане.	Глаголы	לְנַסּוֹת
155	MALE	1-е лицо м.р. (אני רוצה)	s_6df14efe373d.mp3	אֲנִי מְאַחֵל לְךָ הַצְלָחָה רַבָּה.	анӣ меахéль лехá hацлахá рабá.	Я желаю тебе больших успехов.	Глаголы	לְאַחֵל
156	FEMALE	Женская форма (адаптация 1/2 л.)	s_6df14efe373d_f.mp3	אֲנִי מְאַחֶלֶת לְךָ הַצְלָחָה רַבָּה.	анӣ меахе́лет лехá hацлахá рабá.	Я желаю тебе больших успехов.	Глаголы	לְאַחֵל
157	FEMALE	Нейтральные / Безличные	s_992c7aaa31d1.mp3	אִחַלְנוּ חַג שָׂמֵחַ לְכָל הַמִּשְׁפָּחָה.	ихáльну хаг самéах ле-холь hа-мишпахá.	Мы пожелали весёлого праздника всей семье.	Глаголы	לְאַחֵל
158	FEMALE	3-е лицо ж.р. (היא / שרה)	s_b998a70d5bc1.mp3	הִיא מְסַיֶּמֶת אֶת הָעֲבוֹדָה בַּזְּמַן.	hи месаéмет эт hа-аводá ба-змáн.	Она вовремя заканчивает работу.	Глаголы	לְסַיֵּים
159	FEMALE	Нейтральные / Безличные	s_d072ef71634f.mp3	סִיַּמְתִּי אֶת הַקּוּרְס בְּהַצְלָחָה גְּדוֹלָה.	сийáмти эт hа-курс бе-hацлахá гдолá.	Я с большим успехом окончил курс.	Глаголы	לְסַיֵּים
160	MALE	3-е лицо м.р. (הוא / דוד)	s_0d2bd44599f0.mp3	דָּוִד מְאַרְגֵּן מְסִבָּה יָפָה בָּעֶרֶב.	давӣ́д меаргéн месибá яфá ба-э́рев.	Давид организует хорошую вечеринку вечером.	Глаголы	לְאַרְגֵּן
161	FEMALE	Нейтральные / Безличные	s_29656a26b9f5.mp3	אִרְגַּנְתִּי אֶת הַמִּסְמָכִים שֶׁלִּי הַיּוֹם.	иргáнти эт hа-мисмахӣ́м шелӣ́ hайóм.	Я привёл в порядок свои документы сегодня.	Глаголы	לְאַרְגֵּן
162	MALE	1-е лицо м.р. (אני רוצה)	s_baf43caddbc8.mp3	אֲנִי מַרְגִּישׁ מְצוּיָּן הַיּוֹם בַּבֹּקֶר.	анӣ маргӣ́ш мецуйáн hайóм ба-бóкер.	Я чувствую себя отлично сегодня утром.	Глаголы	לְהַרְגִּישׁ
163	FEMALE	Женская форма (адаптация 1/2 л.)	s_baf43caddbc8_f.mp3	אֲנִי מַרְגִּישָׁה מְצוּיָּן הַיּוֹם בַּבֹּקֶר.	анӣ маргиша́ мецуйáн hайóм ба-бóкер.	Я чувствую себя отлично сегодня утром.	Глаголы	לְהַרְגִּישׁ
